BATCH_ID,BATCH_UUID,DOCUMENT_UUID,FILE_UUID,TEXT_UUID,TEXT_ID,ROW_ID,SECTION,TEXT,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,TASK,TIMESTAMP_DELIVERED_TO_VENDOR,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_TYPE,SECTOR,SOURCE_DOCUMENT_URI
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_0,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_0,0,operator,"Ladies and gentlemen, good afternoon.",,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_1,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_1,1,operator,Welcome to analysts' briefing of Sun Hung Kai Properties interim results 2012/2013.,,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_2,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_2,2,operator,The briefing will start with a summary on the interim results and the business review.,,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_3,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_3,3,operator,We will then open the floor for question and answer session.,,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_4,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_4,4,operator,"The presenters today are Mr. Patrick Chan, Exec Director and Chief Financial Officer of Sun Hung Kai Properties, and Mr. Brian Sum, Senior Manager, Corporate Planning.",,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_5,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_5,5,operator,May I now invite Mr. Patrick Chan to get start?,,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_6,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_6,6,operator,"Mr. Chan, please.",,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_8,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_8,8,presentation,Good afternoon ladies and gentlemen.,,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_9,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_9,9,presentation,Thank you for taking time out of your busy schedule to attend SHKP's FY 2013 interim results announcement today.,,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545,69448346d037a0d19af859ff706ee667c7ced545_10,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation_10,10,presentation,"Before I start I actually would like to wish you all an invigorating forward momentum in the year of snake, as busy as possible.",,,,,,no_event,,,,QLV,no_event,,,,QJM,no_event,,,,OUW,sentence-level event detection,2021-05-26_10:11:20,,earnings call transcript,various,Interim_2013_SUN_HUNG_KAI_PPTYS_LTD_Earnings_Presentation
