BATCH_ID,BATCH_UUID,DOCUMENT_UUID,FILE_UUID,TEXT_UUID,TEXT_ID,ROW_ID,SECTION,TEXT,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,TASK,TIMESTAMP_DELIVERED_TO_VENDOR,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_TYPE,SECTOR,SOURCE_DOCUMENT_URI
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_0,Q3_2019_Aon_PLC_Earnings_Call_0,0,operator,"Good morning, and thank you for holding.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_1,Q3_2019_Aon_PLC_Earnings_Call_1,1,operator,Welcome to Aon plc's Third Quarter 2019 Earnings Conference Call.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_3,Q3_2019_Aon_PLC_Earnings_Call_3,3,operator,"If anyone has an objection, you may disconnect your line at this time.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_4,Q3_2019_Aon_PLC_Earnings_Call_4,4,operator,It is important to note that some of the comments in today's call may constitute certain statements that are forward-looking in nature as defined by Private Securities Reform Act of 1995.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_5,Q3_2019_Aon_PLC_Earnings_Call_5,5,operator,Such statements are subject to certain risks and uncertainties that could cause actual results to differ materially from historical results or those anticipated.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_6,Q3_2019_Aon_PLC_Earnings_Call_6,6,operator,Information concerning risk factors that could cause such differences are described in the press release covering our third quarter 2019 results as well as having been posted on our website.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_7,Q3_2019_Aon_PLC_Earnings_Call_7,7,operator,"Now it is my pleasure to turn the call over to Greg Case, CEO of Aon plc.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_8,Q3_2019_Aon_PLC_Earnings_Call_8,8,operator,Please go ahead.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_9,Q3_2019_Aon_PLC_Earnings_Call_9,9,presentation,"Thanks very much, and good morning, everyone.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667,cddd772d1512006de76e5fea071398ca4a82c667_10,Q3_2019_Aon_PLC_Earnings_Call_10,10,presentation,Welcome to our third quarter 2019 conference call.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:19,,earnings call transcript,various,Q3_2019_Aon_PLC_Earnings_Call
