BATCH_ID,BATCH_UUID,DOCUMENT_UUID,FILE_UUID,TEXT_UUID,TEXT_ID,ROW_ID,SECTION,TEXT,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,TASK,TIMESTAMP_DELIVERED_TO_VENDOR,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_TYPE,SECTOR,SOURCE_DOCUMENT_URI
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_0,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_0,0,operator,"Good afternoon, and welcome to the Red Rock Resorts Second Quarter 2019 Conference Call.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_2,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_2,2,operator,"I would now like to turn the conference over to Stephen Cootey, Executive Vice President, Chief Financial Officer and Treasurer of Red Rock Resorts.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_3,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_3,3,operator,"Please go ahead, sir.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_4,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_4,4,presentation,"Thank you, operator.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_5,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_5,5,presentation,"Good afternoon, everyone, and welcome to Red Rock Resorts Second Quarter 2019 Earnings Call.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_6,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_6,6,presentation,"Joining me on the call today from Red Rock Resorts are Frank Fertitta, Chairman and Chief Executive Officer; Rich Haskins, President; Bob Finch, Executive Vice President and Chief Operating Officer.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_8,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_8,8,presentation,Developments and results may differ from those projected.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_9,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_9,9,presentation,The risks and uncertainties related to these statements are detailed in our filings with the SEC.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_11,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_11,11,presentation,"For the definitions and complete reconciliations of these figures to GAAP, please refer to the financial tables on our earnings press release and Form 8-K, which were filed this afternoon prior to the call.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_13,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_13,13,presentation,Let's turn now to our second quarter results.,,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_14,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_14,14,presentation,"On a consolidated basis, net revenues increased 16% to $482.9 million, adjusted EBITDA decreased 7.6% to $115.2 million and margins decreased 600 basis points to 23.9% for the quarter.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f,2b5e98e0bf329b7ec8232eb75f9188420cefd24f_15,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call_15,15,presentation,"Excluding the impact of approximately $11.3 million of one-time expenses related to the Palms grand opening weekend in April and the property's national branding and marketing campaign, adjusted EBITDA on a consolidated basis increased 1.5% to $126.5 million and margins decreased by 370 basis points to 26.2% for the quarter.",,,,,,no_event,,,,QLT,no_event,,,,QLU,no_event,,,,SRD,sentence-level event detection,2021-05-26_10:11:17,,earnings call transcript,various,Q2_2019_Red_Rock_Resorts_Inc_Earnings_Call
