BATCH_ID,SECTION,TEXT_ID,FILE_UUID,ID,TEXT,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_UUID,SECTOR,DOCUMENT_TYPE,TEXT_UUID,BATCH_UUID,TIMESTAMP_DELIVERED_TO_VENDOR,TASK,ROW_ID,SOURCE_DOCUMENT_URI,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_0,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,3f309183-4762-41b4-b430-0d52c668ed7d,"Well, good morning, and welcome to the first half 2017 results of Schneider Electric.",,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_0,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,0,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_1,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,6e0ae721-2239-4c02-a854-1ea6bda70d69,"Very glad that you could join us here in Paris, and I know that there's a lot of people on the phone line.",,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_1,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,1,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_2,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,0c47843d-b2e2-4c6d-b43f-c6d554923bcb,"To present the results today, we have our Chairman and CEO, Jean-Pascal Tricoire; and our Deputy CEO and CFO, Emmanuel Babeau.",,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_2,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,2,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_3,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,12911543-34cb-4ec9-a955-44b6b518a5c7,"The call is slotted for 90 minutes, but you might have noticed, we have 2 press releases today.",,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_3,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,3,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_4,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,09f3b345-b1c7-4531-9db9-aadf3d52f9f4,So we will attempt to -- we can possibly go slightly over if required.,,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_4,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,4,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_5,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,e118441f-12d8-4d49-82e4-589ce8b2add0,"Just before we begin, I have to draw your attention to the disclaimer on Page 2.",,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_5,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,5,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_7,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,43897930-f588-4eab-b84a-df1c013d5298,Statements are of course subject to company's current expectations and assumptions and are therefore subject to certain risks and uncertainties.,,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_7,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,7,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_8,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,60725405-9c07-48a6-a7ea-8dc90b3dbf6d,"So with that, I'd like to hand over to Jean-Pascal.",,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_8,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,8,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_10,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,b2048bb8-9f35-481f-93bb-a9aa4f2bc64a,"Well, good morning to all of you.",,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_10,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,10,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
eb06640f608eb9bf90843728e9ee293c67bdaa68,presentation,Half_Year_2017_Schneider_Electric_SE_Earnings_Call_11,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,7d7a00ca-2c5a-4400-a16f-03aff0c1c800,Great pleasure to be with you this morning.,,b482f0dfddbdd77beda505e69a4209ee2ad20e3d,various,earnings call transcript,b482f0dfddbdd77beda505e69a4209ee2ad20e3d_11,eb06640f608eb9bf90843728e9ee293c67bdaa68,2021-05-26_10:11:21,sentence-level event detection,11,Half_Year_2017_Schneider_Electric_SE_Earnings_Call,Entertainment,,,,Anno1,Entertainment,,,,Anno2,Entertainment,,,,Anno3,Entertainment,,,,Arbi
