BATCH_ID,SECTION,TEXT_ID,FILE_UUID,ID,TEXT,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_UUID,SECTOR,DOCUMENT_TYPE,TEXT_UUID,BATCH_UUID,TIMESTAMP_DELIVERED_TO_VENDOR,TASK,ROW_ID,SOURCE_DOCUMENT_URI,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_411,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,33446ac2-ee21-457a-8e9c-da1a3644edd8,"Gary, do you want to just talk about where you are?",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_411,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,411,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_412,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,0ff386fd-6255-4ef3-8fa1-e7ac272e965e,"Yes, sure Patrick.",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_412,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,412,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_413,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,56e2a926-38d1-4b59-86af-036280d73cff,"In growth terms, James, we're in a bit of a different -- operating in a different market structure to our two Australian businesses.",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_413,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,413,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_414,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,bbcf70d6-554b-43c3-aef9-5d927adad7c6,Because you've got two big players.,,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_414,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,414,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_415,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,7833b826-7b3d-4d4c-b7f0-23c4da193c86,"One who is much bigger than the other and potentially, much bigger again through the approval process for their acquisition.",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_415,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,415,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_416,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,6bf7e039-3707-4e67-8a6a-7dfe644baad8,"So while we have, you know, seen a reduction in the rate of growth in pricing in commercial as we price through all the reinsurance increases over the last couple of years, you'll see in our numbers some quite strong unit and premium growth in motor and home, because we're coming from a smaller base with a pretty competitive offering in the direct channel.",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_416,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,416,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_417,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,6a1005b8-613f-4baa-9d7f-991489721d49,So we've still got a really strong position to grow fast in the market.,,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_417,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,417,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_418,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,9d0c3b5f-2b05-4b82-8642-277a1d7977fd,"We lag by about a quarter in terms of external market share data, but as at September quarter 2013, we were still growing significantly faster than system and we'd certainly expect to continue to grow faster than system.",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_418,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,418,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_419,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,1211bb55-bcaf-4ce1-afcc-f53b6d68fd5a,"We're -- you know, similar to Mark, but -- and Anthony, but lagged again because of the impact of the earthquakes.",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_419,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,419,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,answer,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call_420,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,c87a4315-c456-4173-a1ef-909d256f84cf,"Rolling through a transformation program now, so as with the Australian businesses, that helps to manage our cost base and give us some margins to use, if we need to, but at the moment, we don't need to use that margin.",,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03,various,earnings call transcript,bf030cdbccfbaf7777b08565fc5c4590e4dfdf03_420,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:19,sentence-level event detection,420,Interim_2014_Suncorp_Earnings_Presentation_and_Conference_Call,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,,,Anno3,Entertainment,Cloths,,,Arbi
