BATCH_ID,SECTION,TEXT_ID,FILE_UUID,ID,TEXT,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_UUID,SECTOR,DOCUMENT_TYPE,TEXT_UUID,BATCH_UUID,TIMESTAMP_DELIVERED_TO_VENDOR,TASK,ROW_ID,SOURCE_DOCUMENT_URI,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_301,a5ea266f204d964523b7509b135ef6f5b617e0c5,4403142f-9899-4470-b476-848b86a6977c,"So whilst we can't be sure as to what's going to happen in retail, we are fairly confident that in one form or another, not necessarily in the same shape or size or cost as they are today, there will be some form of retail presence for clothing shops going forward.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_301,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,301,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_302,a5ea266f204d964523b7509b135ef6f5b617e0c5,9a7bb2a1-c356-4da6-8b43-64f3eb7bc6b8,"What I'm going to do now is just develop the narrative that we started to talk about 6 months ago, which I know you all found absolutely riveting, and you're going to be delighted to come back to it.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_302,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,302,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_303,a5ea266f204d964523b7509b135ef6f5b617e0c5,3bb19aa4-1f71-4879-9f04-019e30f3302a,This is a graph that shows the profitability of our stores.,,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_303,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,303,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_304,a5ea266f204d964523b7509b135ef6f5b617e0c5,8f221c89-c2c5-44f7-96cd-345d1200953d,You'll all be familiar with this because you saw it last time.,,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_304,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,304,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_305,a5ea266f204d964523b7509b135ef6f5b617e0c5,77a2f285-8aae-4a55-9268-e3b48245cfe0,"What happens to the profitability of our portfolio in the event that we have 3 different scenarios over the next 10 years: minus 2% like-for-like growth, minus 4%, minus 6%.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_305,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,305,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_306,a5ea266f204d964523b7509b135ef6f5b617e0c5,82d62fe2-b307-4407-8231-872aa62719f1,"And you can see the profitability, as we said last time, would be 19%, 15% and 10%.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_306,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,306,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_307,a5ea266f204d964523b7509b135ef6f5b617e0c5,5ee4a83b-52ec-4076-b69d-823138a70c9b,"And the assumptions we've made on that, although we won't open any new space, that unprofitable stores are closed on or around lease expiry and that profitable stores are held over at the end of their lease.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_307,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,307,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_308,a5ea266f204d964523b7509b135ef6f5b617e0c5,716c1481-18b1-4378-aa5e-8358a08cba75,"So we wouldn't necessarily renew them for any period of time, but we would just hold over at the passing rent without any rent reductions.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_308,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,308,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_309,a5ea266f204d964523b7509b135ef6f5b617e0c5,935d5a92-6da9-48ca-a31d-83b2d9b00629,"And certainly, in today's environment, that is, in many case, the worst case.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_309,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,309,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
c61f89fc819d52ad7d47da45724ab4aef3e2809a,presentation,Half_Year_2017_Next_PLC_Earnings_Presentation_310,a5ea266f204d964523b7509b135ef6f5b617e0c5,ce37125c-ed0b-44a1-adbd-14959b7f97e3,"Normally, we'd get better than that.",,a5ea266f204d964523b7509b135ef6f5b617e0c5,various,earnings call transcript,a5ea266f204d964523b7509b135ef6f5b617e0c5_310,c61f89fc819d52ad7d47da45724ab4aef3e2809a,2021-06-10_10:53:25,sentence-level event detection,310,Half_Year_2017_Next_PLC_Earnings_Presentation,Entertainment,Cloths,Food and Bev,,Anno1,Entertainment,Cloths,Food and Bev,,Anno2,Entertainment,Cloths,Food and Bev,,Anno3,Entertainment,Cloths,Food and Bev,,Arbi
